Fund Holdings as of,"10/Nov/2021"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"IFL","IOOF HOLDINGS LTD","Financials","Equity","492,323.72","0.02","492,323.72","172,425.00","2.86","Australia","Asx - All Markets","AUD"
"PMT","PENNYMAC MORTGAGE INVESTMENT TRUST","Financials","Equity","492,258.24","0.02","492,258.24","26,073.00","18.88","United States","New York Stock Exchange Inc.","USD"
"HMSO","HAMMERSON REIT PLC","Real Estate","Equity","491,745.17","0.02","491,745.17","1,109,675.00","0.44","United Kingdom","London Stock Exchange","GBP"
"659","NWS HOLDINGS LTD","Industrials","Equity","491,459.90","0.02","491,459.90","492,000.00","1.00","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"INN","SUMMIT HOTEL PROPERTIES REIT INC","Real Estate","Equity","491,419.14","0.02","491,419.14","48,273.00","10.18","United States","New York Stock Exchange Inc.","USD"
"LRN","STRIDE INC","Consumer Discretionary","Equity","491,133.50","0.02","491,133.50","13,738.00","35.75","United States","New York Stock Exchange Inc.","USD"
"CAC","CAMDEN NATIONAL CORP","Financials","Equity","490,824.18","0.02","490,824.18","9,702.00","50.59","United States","NASDAQ","USD"
"CAPC","CAPITAL & COUNTIES PROPERTIES PLC","Real Estate","Equity","490,590.71","0.02","490,590.71","217,123.00","2.26","United Kingdom","London Stock Exchange","GBP"
"SAE","SHUFERSAL LTD","Consumer Staples","Equity","490,056.39","0.02","490,056.39","60,084.00","8.16","Israel","Tel Aviv Stock Exchange","ILS"
"SBS","STRATEC","Health Care","Equity","489,754.87","0.02","489,754.87","3,131.00","156.42","Germany","Xetra","EUR"
"NXI","NEXITY SA","Real Estate","Equity","489,239.97","0.02","489,239.97","10,571.00","46.28","France","Nyse Euronext - Euronext Paris","EUR"
"8078","HANWA LTD","Industrials","Equity","488,942.54","0.02","488,942.54","16,600.00","29.45","Japan","Tokyo Stock Exchange","JPY"
"6925","USHIO INC","Industrials","Equity","488,793.29","0.02","488,793.29","24,800.00","19.71","Japan","Tokyo Stock Exchange","JPY"
"IPAR","INTER PARFUMS INC","Consumer Staples","Equity","488,729.82","0.02","488,729.82","5,279.00","92.58","United States","NASDAQ","USD"
"ADUS","ADDUS HOMECARE CORP","Health Care","Equity","488,834.40","0.02","488,834.40","4,616.00","105.90","United States","NASDAQ","USD"
"MTO","MITIE GROUP PLC","Industrials","Equity","488,581.68","0.02","488,581.68","537,221.00","0.91","United Kingdom","London Stock Exchange","GBP"
"8987","JAPAN EXCELLENT REIT INC","Real Estate","Equity","488,131.34","0.02","488,131.34","398.00","1,226.46","Japan","Tokyo Stock Exchange","JPY"
"BLNK","BLINK CHARGING","Industrials","Equity","487,591.16","0.02","487,591.16","14,852.00","32.83","United States","NASDAQ","USD"
"ARL","AAREAL BANK AG","Financials","Equity","487,553.09","0.02","487,553.09","14,978.00","32.55","Germany","Xetra","EUR"
"8986","DAIWA SECURITIES LIVING INVESTMENT","Real Estate","Equity","487,529.96","0.02","487,529.96","491.00","992.93","Japan","Tokyo Stock Exchange","JPY"
"FNAC","FNAC DARTY SA","Consumer Discretionary","Equity","486,953.34","0.02","486,953.34","7,239.00","67.27","France","Nyse Euronext - Euronext Paris","EUR"
"ECHO","ECHO GLOBAL LOGISTICS INC","Industrials","Equity","486,945.76","0.02","486,945.76","10,111.00","48.16","United States","NASDAQ","USD"
"JELD","JELD WEN HOLDING INC","Industrials","Equity","486,631.60","0.02","486,631.60","18,440.00","26.39","United States","New York Stock Exchange Inc.","USD"
"SF","STILLFRONT GROUP","Communication","Equity","486,156.58","0.02","486,156.58","87,770.00","5.54","Sweden","Nasdaq Omx Nordic","SEK"
"AVNS","AVANOS MEDICAL INC","Health Care","Equity","486,258.36","0.02","486,258.36","14,119.00","34.44","United States","New York Stock Exchange Inc.","USD"
"MRC","MORGUARD CORP","Real Estate","Equity","486,149.40","0.02","486,149.40","4,321.00","112.51","Canada","Toronto Stock Exchange","CAD"
"2222","KOTOBUKI SPIRITS LTD","Consumer Staples","Equity","486,019.05","0.02","486,019.05","8,000.00","60.75","Japan","Tokyo Stock Exchange","JPY"
"PTEN","PATTERSON UTI ENERGY INC","Energy","Equity","484,862.92","0.02","484,862.92","53,399.00","9.08","United States","NASDAQ","USD"
"KPG","KIWI PROPERTY GROUP LTD","Real Estate","Equity","484,586.25","0.02","484,586.25","591,965.00","0.82","New Zealand","New Zealand Exchange Ltd","NZD"
"POST","OSTERREICHISCHE POST AG","Industrials","Equity","484,020.27","0.02","484,020.27","10,943.00","44.23","Austria","Wiener Boerse Ag","EUR"
"CLNE","CLEAN ENERGY FUELS CORP","Energy","Equity","484,021.04","0.02","484,021.04","55,507.00","8.72","United States","NASDAQ","USD"
"BLMN","BLOOMIN BRANDS INC","Consumer Discretionary","Equity","483,589.12","0.02","483,589.12","23,072.00","20.96","United States","NASDAQ","USD"
"PLCE","CHILDRENS PLACE INC","Consumer Discretionary","Equity","483,057.90","0.02","483,057.90","5,035.00","95.94","United States","NASDAQ","USD"
"ADTN","ADTRAN INC","Information Technology","Equity","482,606.22","0.02","482,606.22","23,762.00","20.31","United States","NASDAQ","USD"
"SBANK","SBANKEN","Financials","Equity","482,622.96","0.02","482,622.96","41,092.00","11.74","Norway","Oslo Bors Asa","NOK"
"4928","NOEVIR HOLDINGS LTD","Consumer Staples","Equity","482,068.39","0.02","482,068.39","9,500.00","50.74","Japan","Tokyo Stock Exchange","JPY"
"8570","AEON FINANCIAL SERVICES LTD","Financials","Equity","482,024.49","0.02","482,024.49","39,500.00","12.20","Japan","Tokyo Stock Exchange","JPY"
"POU","PARAMOUNT RESOURCE LTD CLASS A","Energy","Equity","481,091.70","0.02","481,091.70","24,954.00","19.28","Canada","Toronto Stock Exchange","CAD"
"8304","AOZORA BANK LTD","Financials","Equity","480,807.69","0.02","480,807.69","20,800.00","23.12","Japan","Tokyo Stock Exchange","JPY"
"CLW","CHARTER HALL LONG WALE REIT STAPLE","Real Estate","Equity","480,889.12","0.02","480,889.12","134,459.00","3.58","Australia","Asx - All Markets","AUD"
"WOR","WORTHINGTON INDUSTRIES INC","Materials","Equity","480,711.42","0.02","480,711.42","8,649.00","55.58","United States","New York Stock Exchange Inc.","USD"
"STC","STEWART INFO SERVICES CORP","Financials","Equity","480,598.92","0.02","480,598.92","6,327.00","75.96","United States","New York Stock Exchange Inc.","USD"
"MLAB","MESA LABORATORIES INC","Health Care","Equity","479,862.00","0.02","479,862.00","1,509.00","318.00","United States","NASDAQ","USD"
"SKYW","SKYWEST INC","Industrials","Equity","479,860.92","0.02","479,860.92","9,702.00","49.46","United States","NASDAQ","USD"
"BANF","BANCFIRST CORP","Financials","Equity","479,480.30","0.02","479,480.30","7,046.00","68.05","United States","NASDAQ","USD"
"JDW","WETHERSPOON(J.D.) PLC","Consumer Discretionary","Equity","478,936.23","0.02","478,936.23","37,241.00","12.86","United Kingdom","London Stock Exchange","GBP"
"RDWR","RADWARE LTD","Information Technology","Equity","478,968.32","0.02","478,968.32","14,272.00","33.56","Israel","NASDAQ","USD"
"5232","SUMITOMO OSAKA CEMENT LTD","Materials","Equity","478,732.28","0.02","478,732.28","16,400.00","29.19","Japan","Tokyo Stock Exchange","JPY"
"TPTX","TURNING POINT THERAPEUTICS INC","Health Care","Equity","478,388.25","0.02","478,388.25","11,061.00","43.25","United States","NASDAQ","USD"
"VCEL","VERICEL CORP","Health Care","Equity","478,223.36","0.02","478,223.36","11,408.00","41.92","United States","NASDAQ","USD"
"AGYS","AGILISYS INC","Information Technology","Equity","477,471.84","0.02","477,471.84","9,642.00","49.52","United States","NASDAQ","USD"
"PZOL","PAZ OIL CO LTD","Energy","Equity","477,477.01","0.02","477,477.01","3,577.00","133.49","Israel","Tel Aviv Stock Exchange","ILS"
"COFA","COFACE SA","Financials","Equity","477,172.86","0.02","477,172.86","34,551.00","13.81","France","Nyse Euronext - Euronext Paris","EUR"
"VCP","VICTORIA PLC","Consumer Discretionary","Equity","476,958.67","0.02","476,958.67","33,396.00","14.28","United Kingdom","London Stock Exchange","GBP"
"CRON","CRONOS GROUP INC","Health Care","Equity","476,784.83","0.02","476,784.83","87,120.00","5.47","Canada","Toronto Stock Exchange","CAD"
"SCVL","SHOE CARNIVAL INC","Consumer Discretionary","Equity","476,801.42","0.02","476,801.42","12,154.00","39.23","United States","NASDAQ","USD"
"4552","JCR PHARMACEUTICALS LTD","Health Care","Equity","476,053.73","0.02","476,053.73","19,100.00","24.92","Japan","Tokyo Stock Exchange","JPY"
"5101","YOKOHAMA RUBBER LTD","Consumer Discretionary","Equity","474,674.51","0.02","474,674.51","29,100.00","16.31","Japan","Tokyo Stock Exchange","JPY"
"AAF","AIRTEL AFRICA PLC","Communication","Equity","474,142.10","0.02","474,142.10","267,610.00","1.77","United Kingdom","London Stock Exchange","GBP"
"LADR","LADDER CAPITAL CORP CLASS A","Financials","Equity","473,935.01","0.02","473,935.01","38,879.00","12.19","United States","New York Stock Exchange Inc.","USD"
"5110","SUMITOMO RUBBER INDUSTRIES LTD","Consumer Discretionary","Equity","473,700.01","0.02","473,700.01","43,200.00","10.97","Japan","Tokyo Stock Exchange","JPY"
"AVYA","AVAYA HOLDINGS CORP","Information Technology","Equity","473,013.66","0.02","473,013.66","22,589.00","20.94","United States","New York Stock Exchange Inc.","USD"
"6302","SUMITOMO HEAVY INDUSTRIES LTD","Industrials","Equity","473,060.01","0.02","473,060.01","18,900.00","25.03","Japan","Tokyo Stock Exchange","JPY"
"NCC","NCC GROUP PLC","Information Technology","Equity","473,012.90","0.02","473,012.90","142,711.00","3.31","United Kingdom","London Stock Exchange","GBP"
"CATE","CATENA","Real Estate","Equity","473,113.66","0.02","473,113.66","7,468.00","63.35","Sweden","Nasdaq Omx Nordic","SEK"
"3453","KENEDIX RETAIL REIT CORP","Real Estate","Equity","473,032.79","0.02","473,032.79","188.00","2,516.13","Japan","Tokyo Stock Exchange","JPY"
"1332","NIPPON SUISAN LTD","Consumer Staples","Equity","472,567.49","0.02","472,567.49","87,100.00","5.43","Japan","Tokyo Stock Exchange","JPY"
"FGP","FIRSTGROUP PLC","Industrials","Equity","472,356.81","0.02","472,356.81","347,111.00","1.36","United Kingdom","London Stock Exchange","GBP"
"FARO","FARO TECHNOLOGIES INC","Information Technology","Equity","472,262.00","0.02","472,262.00","5,978.00","79.00","United States","NASDAQ","USD"
"CRS","CARPENTER TECHNOLOGY CORP","Materials","Equity","471,412.37","0.02","471,412.37","14,333.00","32.89","United States","New York Stock Exchange Inc.","USD"
"LEHN","LEM HOLDING SA","Information Technology","Equity","471,356.07","0.02","471,356.07","183.00","2,575.72","Switzerland","SIX Swiss Exchange","CHF"
"6258","HIRATA CORP","Industrials","Equity","471,129.45","0.02","471,129.45","7,800.00","60.40","Japan","Tokyo Stock Exchange","JPY"
"5214","NIPPON ELECTRIC GLASS LTD","Information Technology","Equity","470,813.40","0.02","470,813.40","20,500.00","22.97","Japan","Tokyo Stock Exchange","JPY"
"HSBFT","CASH COLLATERAL USD HSBFT","Cash and/or Derivatives","Cash Collateral and Margins","470,000.00","0.02","470,000.00","470,000.00","100.00","United States","-","USD"
"BAND","BANDWIDTH INC CLASS A","Communication","Equity","469,759.40","0.02","469,759.40","5,771.00","81.40","United States","NASDAQ","USD"
"VEI","VEIDEKKE","Industrials","Equity","469,866.14","0.02","469,866.14","32,797.00","14.33","Norway","Oslo Bors Asa","NOK"
"TGYM","TECHNOGYM","Consumer Discretionary","Equity","469,490.98","0.02","469,490.98","44,449.00","10.56","Italy","Borsa Italiana","EUR"
"JUP","JUPITER FUND MANAGEMENT PLC","Financials","Equity","469,309.71","0.02","469,309.71","131,740.00","3.56","United Kingdom","London Stock Exchange","GBP"
"TTEC","TTEC HOLDINGS INC","Information Technology","Equity","467,730.56","0.02","467,730.56","5,056.00","92.51","United States","NASDAQ","USD"
"NA9","NAGARRO N","Information Technology","Equity","467,605.60","0.02","467,605.60","2,381.00","196.39","Germany","Xetra","EUR"
"4205","ZEON JAPAN CORP","Materials","Equity","467,205.13","0.02","467,205.13","40,500.00","11.54","Japan","Tokyo Stock Exchange","JPY"
"5991","NHK SPRING LTD","Consumer Discretionary","Equity","466,889.07","0.02","466,889.07","62,200.00","7.51","Japan","Tokyo Stock Exchange","JPY"
"6755","FUJITSU GENERAL LTD","Consumer Discretionary","Equity","467,020.76","0.02","467,020.76","19,500.00","23.95","Japan","Tokyo Stock Exchange","JPY"
"345","VITASOY INTERNATIONAL HOLDINGS LTD","Consumer Staples","Equity","466,839.14","0.02","466,839.14","202,000.00","2.31","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"ARPT","AIRPORT CITY LTD","Real Estate","Equity","466,661.18","0.02","466,661.18","22,006.00","21.21","Israel","Tel Aviv Stock Exchange","ILS"
"2931","EUGLENA LTD","Consumer Staples","Equity","466,810.06","0.02","466,810.06","63,000.00","7.41","Japan","Tokyo Stock Exchange","JPY"
"MTG B","MODERN TIMES GROUP MTG B","Communication","Equity","466,201.53","0.02","466,201.53","39,725.00","11.74","Sweden","Nasdaq Omx Nordic","SEK"
"LRE","LANCASHIRE HOLDINGS LTD","Financials","Equity","466,239.86","0.02","466,239.86","65,725.00","7.09","United Kingdom","London Stock Exchange","GBP"
"SLR","SOLARIA ENERGIA Y MEDIO AMBIENTE S","Utilities","Equity","466,228.63","0.02","466,228.63","24,878.00","18.74","Spain","Bolsa De Madrid","EUR"
"MTRS","MUNTERS GROUP","Industrials","Equity","466,000.58","0.02","466,000.58","59,343.00","7.85","Sweden","Nasdaq Omx Nordic","SEK"
"PAYA","PAYA HOLDINGS INC CLASS A","Information Technology","Equity","465,407.84","0.02","465,407.84","54,883.00","8.48","United States","NASDAQ","USD"
"8803","HEIWA REAL ESTATE LTD","Real Estate","Equity","465,532.68","0.02","465,532.68","15,900.00","29.28","Japan","Tokyo Stock Exchange","JPY"
"MYCR","MYCRONIC","Information Technology","Equity","465,496.96","0.02","465,496.96","19,813.00","23.49","Sweden","Nasdaq Omx Nordic","SEK"
"HUBN","HUBER & SUHNER AG","Industrials","Equity","464,890.91","0.02","464,890.91","5,029.00","92.44","Switzerland","SIX Swiss Exchange","CHF"
"4816","TOEI ANIMATION LTD","Communication","Equity","464,641.59","0.02","464,641.59","2,900.00","160.22","Japan","Tokyo Stock Exchange","JPY"
"SPB","SUPERIOR PLUS CORP","Utilities","Equity","463,878.11","0.02","463,878.11","41,557.00","11.16","Canada","Toronto Stock Exchange","CAD"
"ARG","ARGOSY PROPERTY LTD","Real Estate","Equity","464,005.17","0.02","464,005.17","435,004.00","1.07","New Zealand","New Zealand Exchange Ltd","NZD"
"INE","INNERGEX RENEWABLE ENERGY INC","Utilities","Equity","464,014.93","0.02","464,014.93","29,429.00","15.77","Canada","Toronto Stock Exchange","CAD"
"FLGT","FULGENT GENETICS INC","Health Care","Equity","463,786.92","0.02","463,786.92","5,836.00","79.47","United States","NASDAQ","USD"
"BCP","BANCO COMERCIAL PORTUGUES SA","Financials","Equity","463,351.44","0.02","463,351.44","2,536,363.00","0.18","Portugal","Nyse Euronext - Euronext Lisbon","EUR"
"IRE","IRESS LTD","Information Technology","Equity","463,384.74","0.02","463,384.74","51,529.00","8.99","Australia","Asx - All Markets","AUD"
"KREF","KKR REAL ESTATE FINANCE INC TRUST","Financials","Equity","463,206.90","0.02","463,206.90","21,151.00","21.90","United States","New York Stock Exchange Inc.","USD"
"ABST","ABSOLUTE SOFTWARE CORP","Information Technology","Equity","463,340.41","0.02","463,340.41","42,519.00","10.90","Canada","Toronto Stock Exchange","CAD"
"B4B","METRO AG","Consumer Staples","Equity","463,308.72","0.02","463,308.72","35,392.00","13.09","Germany","Xetra","EUR"
"HCI","HCI GROUP INC","Financials","Equity","462,507.87","0.02","462,507.87","3,729.00","124.03","United States","New York Stock Exchange Inc.","USD"
"BILI A","BILIA CLASS A","Consumer Discretionary","Equity","462,216.54","0.02","462,216.54","26,214.00","17.63","Sweden","Nasdaq Omx Nordic","SEK"
"ATEC","ALPHATEC HOLDNGS INC","Health Care","Equity","462,135.96","0.02","462,135.96","40,326.00","11.46","United States","NASDAQ","USD"
"6473","JTEKT CORP","Consumer Discretionary","Equity","462,293.14","0.02","462,293.14","52,500.00","8.81","Japan","Tokyo Stock Exchange","JPY"
"DCBO","DOCEBO INC","Information Technology","Equity","461,678.84","0.02","461,678.84","6,237.00","74.02","Canada","Toronto Stock Exchange","CAD"
"ARCH","ARCH RESOURCES INC CLASS A","Energy","Equity","461,396.17","0.02","461,396.17","5,561.00","82.97","United States","New York Stock Exchange Inc.","USD"
"GPRO","GOPRO INC CLASS A","Consumer Discretionary","Equity","461,220.32","0.02","461,220.32","47,696.00","9.67","United States","NASDAQ","USD"
"MBUU","MALIBU BOATS CLASS A INC","Consumer Discretionary","Equity","461,305.22","0.02","461,305.22","6,334.00","72.83","United States","NASDAQ","USD"
"4902","KONICA MINOLTA INC","Information Technology","Equity","461,110.57","0.02","461,110.57","103,800.00","4.44","Japan","Tokyo Stock Exchange","JPY"
"ECPG","ENCORE CAPITAL GROUP INC","Financials","Equity","461,214.00","0.02","461,214.00","7,884.00","58.50","United States","NASDAQ","USD"
"ELD","ELDORADO GOLD CORP","Materials","Equity","460,999.32","0.02","460,999.32","46,150.00","9.99","Canada","Toronto Stock Exchange","CAD"
"BPT","BEACH ENERGY LTD","Energy","Equity","460,955.04","0.02","460,955.04","485,568.00","0.95","Australia","Asx - All Markets","AUD"
"HCC","WARRIOR MET COAL INC","Materials","Equity","460,097.60","0.02","460,097.60","21,380.00","21.52","United States","New York Stock Exchange Inc.","USD"
"VIG","VIENNA INSURANCE GROUP AG","Financials","Equity","459,776.71","0.02","459,776.71","14,978.00","30.70","Austria","Wiener Boerse Ag","EUR"
"636","KERRY LOGISTICS NETWORK LTD","Industrials","Equity","459,783.91","0.02","459,783.91","191,500.00","2.40","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"SAFT","SAFETY INSURANCE GROUP INC","Financials","Equity","459,558.06","0.02","459,558.06","5,603.00","82.02","United States","NASDAQ","USD"
"CLBK","COLUMBIA FINANCIAL INC","Financials","Equity","459,082.95","0.02","459,082.95","23,363.00","19.65","United States","NASDAQ","USD"
"7004","HITACHI ZOSEN CORP","Industrials","Equity","459,077.30","0.02","459,077.30","62,400.00","7.36","Japan","Tokyo Stock Exchange","JPY"
"HMN","HORACE MANN EDUCATORS CORP","Financials","Equity","459,211.83","0.02","459,211.83","11,319.00","40.57","United States","New York Stock Exchange Inc.","USD"
"BWP","BWP TRUST","Real Estate","Equity","459,164.86","0.02","459,164.86","149,988.00","3.06","Australia","Asx - All Markets","AUD"
